Review,Hasil Perbandingan
"['tempatnya', 'enak', 'makanannya', 'enak', 'harga', 'lumayan', 'nunggu', 'pesanan', 'dah', 'x', 'makan', 'nunggu', '', 'jam', 'keburu', 'laper', 'hahahah']",Positive
"['hangout', 'hit', 'bandung', 'live', 'music', 'malam', 'minggu', 'request', 'lagu', 'menyanyi']",Positive
"['oke', 'pelayanan', 'oke', 'kalo', 'malem', 'suka', 'live', 'music', 'gitu', 'harga', 'gak', 'mahal', 'terjangkau', 'kantong', 'rada', 'tipi', 'wkwk']",Positive
"['nongkrong', 'asyik', 'ditengah', 'kota', 'menu', 'pilihan', 'makanan', 'minuman', 'beragam']",Positive
"['nyaman', 'memadai', 'makanan', 'enak']",Positive
"['kelas', 'cafe', 'pelayanan', 'cari', 'duduk', 'susah', 'pesan', 'makanan', 'pelayannya', 'weekend', 'ga', 'nyaman', 'nongkrong', 'menu', 'makanannya', 'parah']",Negative
"['tmpt', 'nongkrong', 'asik', 'bawa', 'makanan', 'banget', 'bawa', 'minuman', 'kera', 'aja', 'ma', 'ma', 'disana', 'makan', 'martabak', 'markobar', 'makannya', 'bawa', 'kedalam', 'bober', 'banget', 'asik', 'live', 'music']",Positive
"['tempatnya', 'bagus', 'nyaman', 'pelayanan', 'ramah', 'hidangannya', 'nikmat']",Positive
"['asik', 'pake', 'nongki', 'lumayan', 'luas', 'harga', 'terjangkau', 'lebib', 'perhatikan', 'kebersihan', 'table', 'lantai', 'aja']",Positive
"['nongkrong', 'asik', 'ramai', 'harga', 'lumayan', 'terjangkau']",Positive
"['tempatnya', 'enak', 'rame', 'makananya', 'enak', 'enak', 'buka', '', 'jam', 'ga', 'bingung', 'kalo', 'nyari', 'restoran', 'malem', 'banget', 'kesini', 'aja']",Positive
"['cozy', 'tempatnya', 'nongkrong', 'cocok', 'kl', 'adain', 'acara', 'dsni', 'kaya', 'party', 'ultah', 'cafe', 'bar', 'cocok', 'anak', 'muda', 'nongkrong', 'krn', 'lokasinya', 'ad', 'd', 'kota']",Positive
"['tempatnya', 'lumayan', 'enak', 'pesan', 'tofu', 'tifu', 'cabe', 'garang', 'pedesnya', 'pke', 'instan', 'jd', 'nyoss', 'aja', 'so', 'far', 'goodlah']",Positive
"['gw', 'pesen', 'nasi', 'goreng', 'bober', 'kenyang']",Neutral
"['tempatnya', 'nyaman', 'minuman', 'makanannya', 'enak', 'harganya', 'worth', 'it', 'fasilitas', 'cocok', 'nongkrong', 'berlamalama']",Positive
"['sma', 'bober', 'cafe', 'cozy', 'ngumpul', 'sheesa']",Neutral
"['bandung', 'gapernah', 'gak', 'kesini', 'mampir', 'kesini', 'harga', 'standard', 'enak', 'bangetttttt', 'tofu', 'crispynya', 'juaraaa', 'hikssssss', 'bober', 'the', 'best']",Positive
"['makanannya', 'mahal', 'enak', 'alias', 'aja', 'sendoknya', 'murahan', 'reyot', 'gw', 'makan', 'nasgor', 'aja', 'takut', 'bengkok']",Neutral
"['karyawannya', 'kerja', 'lelet', 'planga', 'plongo', 'hujan', 'deras', 'hujan', 'stop', 'makanan', 'blm', 'dtg', 'karyawan', 'asik', 'ngobrol', 'lambat', 'pelayanannya', 'kena', 'tax', 'x']",Negative
"['nyaman', 'tempatnya', 'harga', 'terjangkau']",Positive
"['pelayanan', 'buruk', 'jam', 'sibuk', 'pelayan', 'ramah', 'makanan', 'minuman', 'pelayan', 'senang', 'terkesan', 'dioperoper', 'bertanggung', 'payah']",Negative
"['abis', 'ngerjain', 'tugas', 'larut', 'malampengen', 'cari', 'makan', 'bober', 'cafetempat', 'nongkrong', 'asik', '', 'jam', 'ngopi', 'camilan', 'enak', 'recommended', 'pengen', 'ngumpul', 'temen', 'or', 'kelg', 'ngopi', 'enak']",Positive
"['enak', 'jaman', 'sma', 'sampe', 'buka', '', 'jam']",Positive
"['pengalaman', 'mengasikkan', 'kongkowkongkow', 'makannannya', 'enak', 'binggow', 'sukai', 'sop', 'buntut', 'soto', 'betawinya', 'beuuuuh', 'serasa', 'd', 'jakarta', 'wkwkkwkkwkwkw']",Positive
"['suasana', 'nyaman', 'tenang']",Positive
"['favorit', 'nongkrong', 'temen', 'karna', 'buka', '', 'jam', 'pokonya', 'kalo', 'mlm', 'pengen', 'makan', 'nongkrong', 'langsung', 'keinget', 'bober', 'cafe']",Positive
"['wifi', 'kenceng', 'mahasiswa', 'nugas', 'disana', 'seru', 'nongkrong', 'bareng', 'temen', 'hehe', 'kisaran', 'harganya', 'rb', 'an', 'makanannya', 'enak']",Positive
"['cocok', 'nongkrong', 'temen', 'keluarga', 'pacar', 'meeting', 'sekedar', 'belajar', 'mgopi', 'ngopi', '', 'jam', 'menyenangkan']",Positive
"['lumayan', 'enak', 'cocok', 'nongkrong', 'temen', 'makanan', 'minuman', 'lumayan', 'enak', 'free', 'wifi']",Positive
"['rekomendasi', 'wargi', 'kota', 'kembang', 'pemuda', 'suka', 'ngopi', 'wajib', 'bober', 'cafe', 'lupa', 'bawa', 'doi', 'biar', 'romantis', 'jomblo', 'bawa', 'aja', 'nyali', 'nyari', 'cewe', 'hehehe']",Positive
"['tempatnya', 'ramai', 'smoking', 'area', 'suka', 'nongkrong', 'terganggu', 'asap', 'rokok', 'mgkn', 'cocok', 'malam', 'live', 'performance']",Positive
"['live', 'music', 'mantab', 'vibe', 'cafenya', 'enak', 'ngumpul', 'ga', 'suka', 'asap', 'rokok', 'rekomendasikan', 'pengelola', 'mengizinkan', 'merokok']",Negative
"['good', 'place', 'sabtu', 'malam', 'live', 'music', 'sirloin', 'steak', 'enak', 'cafe', 'penuh', 'waiting', 'list', 'untung', 'dtg']",Positive
"['cocok', 'nongkrong', 'menu', 'ditawarkan', 'terjangkau', 'nilai', 'plus', 'nongkrong', 'jumat', 'menyaksikan', 'hiburan', 'open', 'mic', 'komik', 'bandung']",Positive
"['bosen', 'kesiini', 'dr', 'cipanass', 'cianjur', 'kl', 'k', 'bandung', 'pastii', 'mampir', 'k', 'bober', 'santuyy', 'denger', 'live', 'music', 'nyaa']",Positive
"['toko', 'jc', 'cooky', 'terletak', 'perempatan', 'jalan', 'riau', 'jalan', 'cihapit', 'bersebelahan', 'bober', 'cafe', 'memiliki', 'desain', 'interior', 'nyaman', 'tersedia', 'jenis', 'kue', 'kering', 'jc', 'salah', 'toko', 'memiliki', 'produk', 'jc', 'lengkap']",Positive
"['cafe', 'nyaman', 'menu', 'variatif', 'minum', 'makanpelayanan', 'ramah', 'acara', 'acara', 'hiburan', 'good', 'place', 'good', 'taste']",Positive
"['pelayanan', 'jelek', 'iya', 'nunggu', '', 'jam', 'makanan', 'nyampe', 'nyampe', 'sampe', 'minuman', 'cencel', 'gegara', 'udah', 'beres', 'makan', 'nyampe', 'nunggu', 'jam', 'minuman', 'nyampe', 'kali', 'udah', 'manggil', 'pelayannya', 'cuman', 'bilang', 'iya', 'iya', 'iya', 'doang']",Positive
"['nongkrong', 'ngemil', 'ngopi']",Neutral
"['jam', 'tayang', 'berkurang', 'satpol', 'pp', 'swap', 'pengunjung', 'kabur', 'dah']",Neutral
"['kafe', '', 'jam', 'saran', 'furniture', 'nampaknya', 'coz', 'seems', 'already', 'old', 'but', 'overall', 'it', 'recommended', 'seneng', 'begadang', 'tugas', 'or', 'hangout']",Positive
"['pesan', 'chiken', 'curry', 'kasih', 'ciken', 'honey', 'lemon']",Neutral
"['bagus', 'menyenangkan', 'kota', '', 'jam', 'pelayanannya', 'menu', 'byk', 'pilihannya', 'harga', 'terjangkaukekurangan', 'parkir', 'sempit']",Positive
"['nongkrong', 'ngobrol', 'santai', 'lumayan', 'nyaman', 'cafenya', 'menu', 'mirip', 'cafe', 'sejenis', 'seputaran', 'jalan', 'riau']",Positive
"['tempatnya', 'aja', 'engga', 'spesial', 'ngongkrong', 'rame', 'rame', 'enak', 'ga', 'table', 'gede', 'enak', 'nobar', 'gitu', 'kali']",Positive
"['tempatnya', 'nyaman', 'nongkrong', 'kawan']",Positive
"['pengalaman', 'memuaskan', 'tempatnya', 'anak', 'muda', 'berkumpul', 'menu', 'variatif', 'enak', 'harga', 'sesuai', 'pa', 'ga', 'mahal', 'ga', 'murah', 'memuaskan', 'suka']",Positive
"['satunya', 'pa', 'kerja', 'shift', 'malam', 'jam', '', 'malam', 'malam']",Neutral
"['seru', 'weekend', 'teman', 'live', 'musik', 'bagus', 'makanan', 'lumayan', 'minuman', 'standard', 'pelayanan', 'asap', 'rokok', 'dimana']",Positive
"['makanannya', 'pilihannya', 'tempatnya', 'oke', 'parkir', 'luas', 'bersahaja', 'pegawainya', 'good', 'pokonya']",Neutral
"['enak', 'nnongkrng', 'bareng', 'temen', 'buka', 'jam']",Positive
"['makananya', 'oke', 'service', 'mengecewakan', 'pa', 'order', 'disuruh', 'nunggu', '', 'menit']",Negative
"['kunjungi', 'kalo', 'pagi', 'pagi', 'bingung', 'ajabisa', 'santai', 'santai', 'ketawa', 'ketiwi', 'temen', 'duduk', 'manis', 'nge', 'shesha']",Positive
"['tempatnya', 'oke', 'kecewa', 'pesenan', '', 'jam', 'diantar', 'diinput', 'pelayan', 'pelanggan', 'terlampau', 'kecewa', 'pergi', 'membayar', 'makanan', 'makan']",Negative
"['cafe', 'cocok', 'nongkrong', 'bareng', 'teman', 'asik', 'cari', 'ketenangan', 'menunya', 'variatif', 'tempatnya', 'luas', 'nobar']",Neutral
"['makanannya', 'enak', 'life', 'music', 'oke', 'so', 'nice', 'susah', 'nyari', 'ngobrol', 'buka', '', 'jam']",Positive
"['lokasi', 'strategis', 'nyman', 'rame', 'live', 'musik', 'harga', 'makanan', 'minuman', 'terjangkau', 'cocok', 'nongkrong', 'bareng', 'teman']",Positive
"['pelayanan', 'mengecewakan', 'orang', 'malam', 'pesanannya', 'fifo', 'first', 'in', 'first', 'out', 'lifo', 'last', 'in', 'first', 'out', 'gimna', 'pelayanannya', 'verrryy', 'verryyy', 'bad']",Negative
"['', 'masakanya']",Positive
"['beda', 'yah', 'penyajiannya', 'tunggu', '', 'menit', 'pelayan', 'sibuk', 'men', 'hp']",Neutral
"['makanan', 'pelayanan', 'bagus', 'suasana', 'nyaman']",Positive
"['makanan', 'nyaa', 'enak', 'worth', 'it', 'harga', 'ga', 'mahal', 'sisha', 'live', 'akustik']",Positive
"['tempatnya', 'cozy', 'banget', 'untung', 'ngumpul', 'bareng', 'temen', 'free', 'wifi', 'harga', 'menu', 'paa', 'dikantong', 'pokoknya']",Positive
"['buka', '', 'jam', 'live', 'music', 'cocok', 'nongkrong', 'kumpul', 'bareng', 'teman', 'keluarga', 'bahkab', 'kolega', 'variasi', 'menu']",Positive
"['lumayan', 'lahh']",Positive
"['pelayanan', 'buruk', 'welcoming', 'the', 'guest', 'kerja', 'hotelsangat', 'ramah', 'makanan', 'frozen', 'sajikan', 'tamu']",Negative
"['cafe', '', 'jam', 'bandung']",Neutral
"['nongkrong', 'musik']",Neutral
"['suasana', 'nyaman', 'lokasi', 'strategis', 'makanan', 'enak', 'minumannya', 'lumayan', 'malem', 'weekend', 'suka', 'waiting', 'list']",Positive
"['ok', 'nyantai', 'menu', 'mamin', 'ok', 'malem', 'rame', 'tamu', 'anak', 'muda', 'klu', 'rekan', 'bisnis', 'baiknya', 'seblum', 'jam', '']",Positive
"['harga', 'worth', 'it', 'kantong', 'mahasiswa', 'mahasiswi', 'enak', 'posisi', 'duduk', 'dibelakang', 'boring', 'gaada', 'permainan', 'kaya', 'upnormal', 'gitu']",Negative
"['driver', 'online', 'beli', 'layanilah', 'sesuai', 'sop', 'perusahaan', 'kayak', 'gitu', 'sop', 'perusahaan', 'order', 'udah', '', 'menit', 'bil', 'ga', 'kasih', 'dapur', 'parah']",Positive
"['diminati', 'pengunjung', 'enak', 'nongkrong']",Positive
"['live', 'music', 'fasilitas', 'nobar', 'sayang', 'asap', 'rokok', 'ga', 'cocok', 'hamil', 'sirkulasi', 'udara', 'oke']",Positive
"['pelayan', 'ga', 'ramah', 'male', 'ga', 'sya', 'blom', 'pesen', 'keburu', 'male']",Positive
"['suka', '', 'jam', 'kopinya', 'enak', 'makanan', 'the', 'best', 'nasi', 'gorengnya', 'sheesha', 'macem', 'macem']",Positive
"['nongki', 'meet', 'temen', 'ternyamaaaan', 'menunya', 'mantep', 'pelayanannya', 'mantep', 'sishanya', 'ko', 'yaa', 'gak', 'sprti', 'awal']",Positive
"['', 'bintang', 'bwat', 'live', 'music', 'd', 'sayangkan', 'pelayanannya', 'bnget', 'uda', 'manggil', 'waiter', 'cmand', 'manggut', 'doank', 'nyamperin', 'kagak', 'ampun', 'dech']",Negative
"['makanan', 'enak', 'harga', 'gak', 'mahal', 'buka', '', 'jam', 'dateng', 'jam', 'dijamin', 'rame', 'pake', 'banget']",Positive
"['lumayan', 'nyaman', 'nongkrong', 'sempit', 'nongkrong', 'banyakan', 'cocok', 'nongkrong', 'pacaran', 'hehehe', 'sayang', 'pesanan']",Positive
"['makanan', 'enak', 'pelayanan', 'gesit', 'waiter', 'd', 'anggota', 'waiter', 'terimakasih']",Positive
"['recommended', 'org', 'perokok', 'gak', 'disediakan', 'ruangan', 'merokok', 'biaya', 'service', 'tambahan', 'makanannya', 'ok', 'kecewa', 'intinya']",Negative
"['nyobain', 'soft', 'launching', 'markobar', 'bober', 'cafe', 'nyaman', 'live', 'musicnya', 'harga', 'menu', 'disana', 'lumayan', 'hehe', 'sebanding', 'fasilitasnya']",Positive
"['legend', 'cafedr', 'zaman', 'sma', 'enjoyed', 'nongkrong', 'ampe', 'umur', 'thn', 'msh', 'kesini', 'ditambah', 'lg', 'markobar', 'cafe', 'cafe', 'longlasting', 'babdung']",Positive
"['cocok', 'acara', 'gathering', 'organisasi']",Neutral
"['makanan', 'harga', 'terjangkau', 'wf', 'kenceng', 'pelayanan', 'ramah', 'makanan', 'cepat', 'cuman', 'musik', 'kadang', 'kadang', 'engga']",Neutral
"['panas', 'makananya', 'enak', 'live', 'music', 'susunan', 'meja', 'kursinya', 'membosankan', 'sempit', 'dibanding', 'cafe']",Negative
"['order', 'gak', 'dimasukin', 'list', 'enak', 'air', 'tempatnya', 'to', 'rame', 'lupa', 'tu', 'nulis', 'pesanan']",Positive
"['andai', 'minus', 'star', 'pulang', 'k', 'indonesia', 'th', 'langganan', 'k', 'bober', 'tempatnya', 'rapih', 'penuh', 'santai', 'musik', 'however', 'skrg', 'kotor', 'sepi', 'pengungjung', 'karyawan', 'kursi', 'sofa']",Positive
"['luas', 'parkiran', 'susah', 'disitu', 'enak', 'nongkrong', 'makanan', 'enak', 'pilihan', 'so', 'far', 'good', 'nongki']",Positive
"['bersih', 'nyaman', 'menu', 'food', 'makanan', 'berat', 'worth', 'it']",Positive
"['', 'jam', 'suka', 'coklat', 'susunya', 'ga', 'pake', 'gula', 'nasi', 'goreng', 'gila', 'porsinya', 'kebanyakan']",Positive
"['tempatnya', 'penyedot', 'asap', 'asap', 'rokokshisha', 'dllditambah', 'fasilitas', 'kipasnya', 'dikit', 'jdi', 'panasdan', 'fasilitas', 'parkir', 'mobilnya']",Positive
"['tempatnya', 'nongkrong', 'pa', 'banget', 'anak', 'muda', 'banget', 'harga', 'pelayanannya', 'menyesuaikan']",Neutral
"['tempatnya', 'enak', 'ruang', 'meeting', 'wifi', 'lumayan', 'harga', 'makan', 'minum', 'ga', 'mahal', 'banget']",Positive
"['tempatnya', 'layak', 'penghargaan', 'cafe', 'terkotor', 'sekota', 'bandung', 'mohon', 'kritik', 'perhatian', 'manajemennya']",Positive
"['', 'jam', 'nongkrong', 'bareng', 'parkir', 'kutang', 'luas']",Neutral
"['harga', 'makanan', 'n', 'minuman', 'ya', 'murah', 'bersih', 'gak', 'ad', 'non', 'smoking', 'area', 'pengap']",Negative
"['lumayan', 'luas', 'suka', 'makanan', 'harga', 'hemat', 'taste', 'lumayan', 'enak']",Positive
"['bekumpulnya', 'komunitas', 'stand', 'up', 'comedy', 'bandung', 'open', 'mic', 'minggu', 'malam', 'jam', '']",Positive
"['shishanya', 'murah', 'enak', 'pilihan', 'makanan', 'walo', 'standar', 'best', 'part', 'open', '']",Neutral
"['nongkrong', 'bagus', 'nyaman', 'oke', 'cocok', 'sekedar', 'ngobrol', 'santai', 'ngerjain', 'tugas', 'kuliah']",Positive
"['pilihan', 'nongkrong', 'jam', 'tempatnya', 'remang', 'orang', 'ngerokok', 'kesannya', 'kumuh', 'makanan', 'oke']",Positive
"['tempatnya', 'nyaman', 'bersih', 'makannya', 'enak', 'nunggu', 'pesenan', 'makananya']",Positive
"['makan', 'steak', 'mantapharga', 'terjangkau', 'sangat', 'strategisberada', 'jln', 'riau', 'pa', 'banget', 'wisatawan']",Positive
"['andalan', 'tempatnya', 'enak', 'nongkrong', 'menunya', 'enak']",Positive
"['jorok', 'banget', 'pelayan', 'kucel', 'banget', 'sampah', 'berserakan', 'meja', 'perduli', 'bersihkan', 'toilet', 'wauuuuuu', 'asli', 'seremmmmkotor', 'jorok', 'bau']",Negative
"['kane', 'nongkrong', 'temen', 'temen', 'menu', 'dipesen', 'ya', 'porsinya', 'banyakan', 'alias', 'rempukan', 'lupa', 'nama', 'menunya', 'hehe']",Neutral
"['rekomendasi', 'warga', 'bandung', 'sekedar', 'nongkrong', 'makan', 'nobar', 'lupa', 'hiburan', 'hiburan', 'standup', 'comedy', 'musik', 'sebgainnya']",Positive
"['tempatnya', 'nyaman', 'suasananya', 'enak', 'banget']",Positive
"['bagus', 'santai', 'asap', 'rokok', 'elektrikvapesebaiknya', 'khusus', 'smoking', 'area']",Positive
"['parah', 'banget', 'cafe', 'sumpaaahhhhhhhhhhhh', 'bikin', 'emooossiiiiiiiii', '', 'pelayanannya', 'ga', 'ramah', '', 'pegawainnya', 'banget', 'nunggu', 'pesanan', 'banget', 'gue']",Negative
"['pa', 'kalo', 'bingung', 'kemana', 'laper', 'malem', '', 'jam', 'lumayan', 'ramai', 'makanannya', 'enak']",Positive
"['tempatnya', 'bagus', 'nyaman', 'harga', 'bersahabat', 'makanan', 'enak']",Positive
"['makan', 'enak', 'asik', 'parkir', 'mobil', 'sedik', 'lega', 'selebihnya', 'bagus']",Positive
"['salah', 'nongkrong', 'favorit', 'anak', 'muda', 'dikota', 'bandung', 'nyaman', 'ruangan', 'meeting', 'lohhh']",Positive
"['rekomen', 'nih', 'nongkrong', 'disni']",Positive
"['pelayanan', 'memuaskan', 'pesen', '', 'jenis', 'makanan', '', 'jenis', 'minuman', 'sampe', '', 'jam', 'beres']",Neutral
"['kongkow', 'anak', 'muda', 'enak', 'makanan', 'kopinya', 'sayang', 'dikasih', 'ruangan', 'bebas', 'asap', 'rokok', 'sayang', 'seribu', 'sayang']",Positive
"['cafe', 'nongkrong', 'anak', 'muda', 'keluarga', 'cocok', 'bau', 'rokok', 'remang']",Positive
"['lokasi', 'ujung', 'jalan', 'riau', 'jalan', 'riau', 'factory', 'outlet', 'surga', 'belanja', 'kesana', 'anter', 'visit', 'aberta', 'rental', 'mobil', 'bandung', 'on', 'google']",Neutral
"['maafmakanan', 'enakpesan', 'nasgor', 'soto', 'betawi', 'penyajian', 'salah', 'menu', 'nasi', 'goreng', 'kambing', 'nasi', 'goreng', 'sosis', 'bakso']",Neutral
"['suasana', 'enak', 'nyaman', 'makanan', 'minuman', 'enak', 'sayangnya', 'smooking', 'room', 'ruangannya']",Positive
"['harga', 'terjakautempat', 'nyamanlive', 'music', 'mantappelayanan', 'cepat']",Positive
"['jaman', 'kuliah', 'sampe', 'udah', 'anak', 'kesini', 'skrg', 'tinggal', 'palembang', 'kalo', 'bandung', 'mampir', 'bober']",Negative
"['cozy', 'kopinya', 'rekomended', 'ngopi', 'kalo', 'nyari', 'ngopi', 'bukanya', 'ya', 'tempatnya', 'overall', 'lumayan']",Negative
"['nongkrong', 'sm', 'tmn', 'mh', 'okebober', 'creamy', 'y', 'lmyn', 'nasi', 'goreng', 'ya', 'enakokelah']",Positive
"['salah', 'diandalkan', 'nongkrong', 'kemaleman', 'bandung']",Neutral
"['lumayan', 'nyaman', 'asik', 'ngumpul', 'teman', 'menu', 'makanannya', 'enak']",Positive
"['kopi', 'meeting', 'room', 'nyaman', 'daerah', 'martadinata', 'lupa', 'satenya', 'enak', 'loh']",Positive
"['baguss', 'nyaman', 'jugaa']",Positive
"['live', 'musicnya', 'kera', 'mengganggu', 'obrolan', 'teman', 'kecilkan', 'cuman', 'lip', 'service']",Positive
"['cozy', 'place', 'makanannya', 'emang', 'mahal', 'enak', 'porsi', 'ya', 'worth', 'it']",Positive
"['enak', 'fasilitas', 'enak', 'harga', 'lumayan', 'menu', 'kopinya', 'menurutku', 'menu', 'enak']",Positive
"['tempatnya', 'nyaman']",Positive
"['boner', 'cafe', 'berlokasi', 'dijalan', 'r', 'e', 'martadinata', 'arah', 'lampu', 'merah', 'liat', 'kanan', 'depannya', 'gedung', 'darma', 'wanita', 'gampangkan', 'yuk', 'ah', 'jalan', 'dibandung']",Positive
"['ramah', 'kantong', 'mahasiswa', 'buka', '', 'jam', 'makanannya', 'pilihan', 'potato', 'wedge', 'seblak', 'enak', 'banget']",Positive
"['dri', 'jaman', 'kuliah', 'tetep', 'suka', 'sm', 'cafe', 'cm', 'skr', 'sofanya', 'nyaman', 'lgi', 'krn', 'termakan', 'usia', 'diganti']",Negative
"['asik', 'bangets', 'nuansa', 'nyaada', 'musik', 'akustik', 'buka', '', 'jam', 'keren', 'abis', 'dechketapang', 'kalimantan', 'barat']",Positive
"['makanan', 'minumannya', 'enak', 'tempatnya', 'kotor', 'penuh', 'asap', 'rokok', 'meja', 'penuh', 'coretcoretan']",Positive
"['cafe', 'buka', '', 'jam', 'cozy', 'place', 'tempatnya', 'luas', 'suka', 'live', 'music', 'stand', 'up', 'comedy']",Positive
"['tempatnya', 'nyaman', 'banget', 'nongkrong', 'buka', '', 'jam', 'harga', 'standar', 'ga', 'bikin', 'kantong', 'bolong']",Positive
"['makanan', 'lumayan', 'luas', 'harga', 'terjangkau', 'nyaman', 'asap', 'rokok']",Positive
"['seblaknya', 'enak', 'live', 'music', 'harga', 'murah', 'murah', 'so', 'entertaining']",Positive
"['cocok', 'ngbrol', 'nyantai', 'menu', 'ber', 'variasi', 'pikihan']",Positive
"['sip', 'buka', 'ramadhan', 'jam', '']",Neutral
"['kongkow', 'enak', 'live', 'music', 'jgmamin', 'enak', 'murmer']",Positive
"['menu', 'makanan', 'beragam', 'kawasan', 'khusus', 'merokok', 'harga', 'yah', 'lumayan', 'diatas']",Positive
"['cafe', 'life', 'music']",Neutral
"['rame', 'harga', 'relatif', 'murah', 'standar']",Neutral
"['tempatnya', 'asik', 'nongkrong', 'meet', 'up', 'temen', 'minggu', 'hiburan', 'stand', 'up', 'comedy', 'lucu', 'banget']",Positive
"['cocok', 'nobar', 'live', 'musik', 'keluarga', 'disarankan', 'mencari', 'ruangan', 'khusus', 'merokok']",Positive
"['enak', 'makanan', 'murah', 'tapii', 'sayang', 'kesitu', 'gada', 'mangbis']",Negative
"['mantap', 'jiwa', 'nongkrong', 'makan', 'ngobrol', 'trkadang', 'live', 'music', 'nyaa', 'mntap', 'jiwa', 'guy']",Positive
"['memuaskan', 'recomended', 'anak', 'milenial']",Positive
"['suka', 'steak', 'nasi', 'gorengnya', 'diiringi', 'accoustic', 'music', 'cocok', 'santai']",Positive
"['tempatnya', 'lumayan', 'cozy', 'kerja', 'gak', 'crowded', 'internetnya', 'gak', 'gitu', 'kenceng', 'makanannya', 'lumayan']",Positive
"['baiknya', 'smoking', 'non', 'smoking', 'dipisah', 'makanan', 'seh', 'ok', 'harga']",Positive
"['bagus', 'nyaman', 'bersih', 'cocok', 'ngobrol', 'pasangan']",Positive
"['asikk', 'tmpat', 'nongkrong', 'blm', 'makan', 'dsini', 'makanan', 'sahur', 'b', 'pa', 'puasa', 'skrg']",Neutral
"['asyik', 'tempatnya', 'ngopi', 'ngobrol', 'makanannya', 'oke']",Positive
"['boong', 'nih', 'ktnya', 'buka', 'ksini', 'jam', '', 'subuh', 'tutup']",Neutral
"['dijangkau', 'angkutan', 'umumada', 'jantung', 'kotabuat', 'sekedar', 'kongkow', 'ame', 'temen', 'bolehlahharga', 'kejangkau']",Positive
"['ditahun', '', 'nongkrong', 'bener', 'kayak', 'koboi', 'kangen', 'banget', 'suasana', 'harga', 'murah', 'bingit', 'menunya']",Positive
"['asyik', 'nobar', 'makanan', 'minumannya', 'enak', 'harga', 'terjangkau']",Positive
"['kadang', 'fasilitas', 'wifi', 'koneksi', 'stabil', 'harga', 'makanan', 'terjangkau', 'pelayanan', 'over', 'all', 'good']",Positive
"['parah', 'beneeerrr', 'makanan', 'dateng', 'udah', 'nunggu', 'diinfo', 'makanan', 'abis', 'keren', 'abis', 'staffnya', 'manajemen', 'cafe', 'terburuk']",Negative
"['makanannya', 'enak', 'murah', 'tempatnya', 'tata', 'ulang', 'menarik']",Positive
"['cafe', 'cocok', 'anak', 'muda', 'minggu', 'open', 'mic', 'standup', 'indo', 'bdg']",Neutral
['enak'],Positive
"['best', 'place', 'for', 'you', 'to', 'hang', 'out', 'berjam', 'jam', 'wifi', 'kenceng', 'harga', 'makanan', 'minuman', 'affordable', 'live', 'music', 'weekend', 'plus', 'buka', '', 'jam']",Positive
"['penuh', 'pelayanannya', 'orang', 'lapar', 'cocok', 'orang', 'nongkrong', 'enak', 'tempatnya', 'cozy', 'enak', 'ramean']",Positive
"['pelayanannya', 'memuaskan', 'suka', 'terpapar', 'asap', 'rokok', 'kesini']",Positive
"['keren', 'nyaman']",Positive
"['wih', 'mantap', 'bangt', 'ngadain', 'acara', 'ulangtahun', 'tmpat', 'nyaman', 'karyawan', 'ramah']",Positive
"['mantap', 'tempatnya', 'nyaman', 'makanannya', 'enak', 'enak', 'malam', 'minggu', 'suka', 'engga', 'kebagian']",Positive
"['buka', '', 'jam', 'cocok', 'temen', 'temen', 'pengen', 'nongkrong', 'gak', 'takut', 'diusir', 'tutup']",Positive
"['nongkrong', 'kota', 'bandung', 'suasana', 'menu', 'pilihan']",Neutral
"['suka', 'jam', 'nongkrong', 'meeting', 'lengkap', 'menu', 'makan', 'minumnya']",Positive
"['menu', 'tempatnya', 'enak', 'berkumpul', 'nongkrong', 'teman', 'buka', '', 'jam']",Positive
"['pesenan', 'waiter', 'bilang', 'sebentar', 'gak', 'cuek', 'aja']",Negative
"['fave', 'gw', 'menunya', 'harganya', 'terjangkau', 'cozy']",Positive
"['cafe', 'buka', '', 'jamcocok', 'nyari', 'nongkrong', 'berlama', 'makanan', 'beragam']",Neutral
"['asik', 'banget', 'sofa', 'didalem', 'live', 'musicnya', 'cream', 'soupnya', 'enak', 'banget']",Positive
"['ngobrol', 'buka', 'jam', '', 'malam']",Positive
"['suka', 'belanja', 'kue', 'kering', 'produk', 'aneka', 'kuenya', 'fresh']",Positive
"['makanan', 'ok', 'atmosfir', 'perokok']",Positive
"['indomie', 'terlama', 'dipesankapokmungkin', 'well', 'manage', 'delivery', 'ordernya']",Positive
"['tempatnya', 'crowded', 'ampe', 'dipaksa', 'duduk', 'meja', 'bareng', 'org']",Negative
"['bagus', 'live', 'music', 'indoor', 'outdoor', 'tempatnya', 'nyaman', 'enak', 'nongkrong']",Neutral
"['buka', '', 'jam', 'ramah', 'konsumen', 'merokok', 'karna', 'areanya', 'diperbolehkan', 'merokok']",Negative
"['makanan', 'lumayan', 'walopun', 'menu', 'berkurang', 'plus', 'dateng', 'lamaaaa']",Positive
"['berani', '', 'jam', 'until', 'pembeda', 'kafe', 'muncul', 'kekinian', 'makanan', 'kenyang', 'kafe', 'sejenisnya']",Positive
"['minumanny', 'ga', 'toilet', 'kaya', 'terminal', 'musik', 'ga']",Positive
"['nyaman', 'ok', 'kumpul', 'santai', 'anak', 'muda', 'pasangan', 'wih', 'mantap']",Positive
