Review,Hasil Perbandingan
"['siang', 'siang', 'enak', 'makan', 'baso', 'pa', 'jalan', 'dipatiukur', 'liat', 'baso', 'boejangan', 'baso', 'terkenal', 'bandung', 'cabang', 'dimana']",Positive
"['not', 'a', 'good', 'place', 'if', 'you', 'want', 'to', 'dinner', 'or', 'lunch', 'for', 'grilled', 'seafood', 'have', 'worst', 'toilet', 'they', 'should', 'provide', 'wastafel', 'the', 'taste', 'of', 'the', 'seafood', 'just', 'average', 'they', 'alao', 'sold', 'aboiling', 'egg', 'telur', 'asin', 'buy', 'it', 'a', 'bad', 'eggsits', 'smelly']",Negative
"['garam', 'daging', 'sapinya', 'slice', 'aja', 'banyakan', 'mie', 'sisanya', 'maaf', 'reviewnya', 'jelek', 'nyesel', 'banget', 'hambar', 'banget', 'packaging', 'minuman', 'smpe', 'tunpah']",Negative
"['suka', 'makan', 'ikan', 'bakar', 'cba', 'ajpokoky', 'enak', 'sdp']",Negative
['aja'],Negative
"['makanan', 'enakbikin', 'badan', 'gemuk', 'ajhehehehehhe']",Positive
"['makanan', 'enak', 'pagi', 'pa', 'buka']",Positive
"['harganya', 'lumayan', 'mahaltpi', 'tempatnya', 'kaki']",Neutral
"['tolong', 'perhatiin', 'telurnya', 'pesen', 'bakso', 'urat', 'bakso', 'telurnya', 'tekstur', 'telur', 'baksonya', 'kera', 'alot', 'semoga', 'diperbaiki']",Negative
"['oke', 'harganya', 'mahal', 'dibandingkan', 'ukuran', 'makanannya']",Positive
"['bakso', 'enakkapa', 'bakso', 'gorengnya', 'e', 'duren', 'kesepian', 'kesepian', 'lg', 'dtg', 'bandung']",Negative
"['menu', 'nasi', 'goreng', 'babat', 'isinya', 'nasi', 'goreng', 'babat', 'telur', 'sayang', 'babatnya', 'pa', 'dimakan', 'amis', 'ngehancurin', 'nasi', 'goreng', 'telur', 'babatnya', 'enak', 'pelayanan', 'okelah', 'langsung', 'disamperin', 'pelayannya']",Negative
"['doang', 'next', 'review', 'detail', 'pa']",Neutral
"['nyaman', 'reunian', 'ruang', 'outdor', 'harga', 'terjangkau', 'gazebo']",Positive
"['buka', 'puasa', 'dikasih', 'takjil', 'bubur', 'kacangpelayanan', 'kare', 'full', 'buka', 'puasa', 'sempet', 'salah', 'tulis', 'orderan', 'waiternya', 'rekomendasi', 'pesen', 'iga', 'aja', 'enak']",Negative
"['cocok', 'banget', 'wisatawan', 'suka', 'mingle', 'with', 'local', 'variatif', 'menu', 'ambience', 'vintage', 'suka', 'banget', 'kayak', 'flashback', 'era', 'an', 'order', 'e', 'kopi', 'susu', 'otentik', 'pure', 'kopi', 'skm', 'kayak', 'back', 'again', 'atmosphere', 'juara']",Positive
"['pengalaman', 'perpisahan', 'anakanak', 'kelas', 'vi', 'sdit', 'a', 'shof', 'depok', 'berkesan', 'berkunjung', 'floating', 'market', 'pasar', 'terapung', 'lembang']",Neutral
"['kesini', 'pa', 'pagi', 'pagi', 'kayaknya', 'buka', 'nggatau', 'kalo', 'siang', 'rame', 'banget', 'nggak', 'lokasinya', 'masuk', 'jalan', 'disaranin', 'liat', 'map', 'aja']",Neutral
"['soes', 'merdeka', 'terkenal']",Neutral
"['makan', 'sate', 'enak', 'bandung', 'pake', 'perjuangan', 'percayalah', 'perjuangan', 'diobati', 'sate', 'khas', 'bumbu', 'mantap', 'pelayanan', 'oke', 'pengamen', 'mengganggu', 'kesyahduan', 'acara', 'makan', 'sate']",Positive
"['standar', 'antrean']",Neutral
['nyamuk'],Neutral
"['malem', 'cobain', 'ramai', 'malem', 'kalo', 'nglewatin', 'jlre', 'martadinata']",Negative
"['cocok', 'penikmat', 'bakso', 'varian', 'bakso', 'kenikmatan', 'disetiap', 'gigitannya', 'memiliki', 'khas']",Positive
"['lumayan', 'enak', 'menunya', 'bersih', 'harga', 'bersahabat']",Negative
['mahal'],Neutral
"['jajan', 'terintegrasi', 'pilihan', 'stand', 'makanan', 'snack', 'cemilan', 'dijadikan', 'oleholeh', 'makanan', 'berat', 'sate', 'bakso', 'siomay', 'disantap', 'parkir', 'luas', 'nyaman', 'cocok', 'anakanak', 'koleksi', 'binatang', 'mainnya']",Positive
"['kurangkurang', 'gurih', 'asin']",Negative
"['cozy', 'place', 'harga', 'sesuai', 'kafe', 'layak', 'dikunjungi', 'cimahi']",Positive
"['suasana', 'nyaman', 'pilihan', 'makanan', 'minuman', 'lumayan', 'menarik']",Positive
"['nyaman', 'enak', 'musiknya']",Positive
"['menu', 'makanan', 'lezat']",Positive
['harga'],Neutral
"['kafe', 'jam', 'saran', 'furniture', 'nampaknya', 'coz', 'seems', 'already', 'old', 'but', 'overall', 'it', 'recommended', 'seneng', 'begadang', 'tugas', 'or', 'hangout']",Positive
['gambar'],Negative
"['lumayan']",Neutral
"['martabak', 'fenomenal', 'harga', 'rb', 'harga', 'menginjak', 'rbkwalitas', 'yahuud']",Neutral
"['nasi', 'merah', 'ny', 'maknyusss', 'bgtmw', 'nambah', 'malu', 'hehe']",Negative
"['martabak', 'super', 'mantap', 'penikmat', 'martabak', 'martabak', 'sanfransisco']",Positive
"['warung', 'ternyaman', 'nongki', 'no', 'pokonya', 'indah', 'banget', 'serasa', 'gitu', 'rekomendasi', 'yo', 'pecinta', 'kopi', 'yoyoyy']",Positive
"['pelayanan', 'banget']",Negative
"['nih', 'si', 'nongkrong', 'nemenin', 'si', 'meetingnya', 'makan', 'sate', 'suka', 'sate', 'kambing', 'dipesanlah', 'jenis', 'sate', 'kambing']",Negative
"['penyajian', 'banget', 'makanan', 'udah', 'dingin', 'minum', 'duluan', 'makanan', 'jam', 'capek']",Negative
"['enak', 'banget', 'kesana', 'kawan', 'bawa', 'sukabumi']",Positive
"['coba', 'makanan', 'ga', 'enak']",Negative
"['martabaknya', 'acar', 'rawitnya']",Negative
"['kue', 'tradisional', 'temukan']",Neutral
"['kali', 'makan', 'dimsum', 'dingin', 'e', 'wadahnya', 'hangat', 'makanan', 'gak', 'sesuai', 'harga']",Neutral
"['asik', 'nongkrong', 'teman']",Positive
"['tempatnya', 'skrg', 'luaslbh', 'rapihlokasi', 'jln', 'burangrangada', 'foodcourt', 'pelayanan', 'pemesanan', 'martabaknya', 'terbilang', 'cekatanbisa', 'riquest', 'pesanan', 'lg', 'gaessprt', 'sll', 'riquest', 'kalo', 'bl', 'martabak', 'telornya', 'jgn', 'asin', 'ya']",Positive
"['pagi', 'mobil', 'mobil', 'masuk', 'kasih', 'stok', 'huruhara', 'gak', 'ganggu', 'banget', 'stand', 'stand', 'lengkap', 'fresh', 'from', 'the', 'oven']",Positive
"['ga', 'sengaja', 'mampir', 'sehabis', 'anterin', 'anak', 'test', 'daerah', 'trus', 'lapar', 'google', 'nemu', 'restoran', 'perhatikan', 'suasana', 'nyamn', 'makan', 'sempet', 'nyamuk', 'ganggu', 'suka', 'servicenya', 'cepet']",Negative
"['jual', 'susu', 'basi', 'anak', 'kena', 'penyakit', 'disentri', 'harga', 'overprice']",Neutral
"['makanannya', 'enak', 'porsi', 'pa', 'harga', 'terjangkau', 'ibunya', 'gak', 'ramah', 'gak', 'senyum', 'nyaman']",Neutral
"['tempatnya', 'enak', 'live', 'music']",Positive
"['kuenya', 'enak', 'sayang', 'strategis']",Positive
"['dateng', 'kesini', 'minggu', 'tgl', 'pesen', 'sop', 'iga', 'soto', 'betawi', 'sate', 'ayam', 'n', 'nasi', 'goreng', 'iga', 'sayang', 'nasi', 'goreng', 'iga', 'bangeet', 'menit', 'nasi', 'lembek', 'banget', 'n', 'bau', 'banget', 'kecap', 'ikan', 'laper', 'nunggu', 'nasi', 'goreng', 'n', 'dateng', 'kaya', 'gitu', 'hilang', 'laper']",Negative
"['lumayan', 'pedalaman', 'kalimantan']",Negative
"['enak', 'menyendiri', 'laptopan', 'wkwkwkwk', 'wifi', 'bawa', 'makanannya', 'mantap', 'foodcourt', 'lengkap', 'lantai']",Positive
"['jakarta', 'cuman', 'wfh', 'dapet', 'enak', 'bandung', 'harga', 'bersaing', 'sebelah']",Positive
"['makannanye', 'enak', 'cuman', 'harganya', 'mahal']",Positive
['ok'],Negative
"['kesini', 'cma', 'nmpang', 'berhenti', 'depannya', 'wkwkw']",Negative
"['tempatnya', 'nyaman', 'harga', 'ok']",Positive
"['martabak', 'san', 'francisco', 'bentuk']",Neutral
"['makan', 'masuk', 'omah', 'pincuk', 'gubuk', 'makan', 'jalur', 'taman', 'hijau', 'suara', 'air', 'menambah', 'ketenangan']",Neutral
"['enak', 'martabaknya', 'mantap']",Positive
"['nyaman', 'pelayanan', 'unik', 'ya']",Positive
"['nyaman', 'kumpul', 'keluarga', 'sekedar', 'ngopi', 'aktifitas', 'bikin', 'rileks', 'suasana', 'asri']",Positive
"['makan', 'ulatnya', 'jijik', 'ngga', 'bersih', 'cuci', 'sayurnya']",Negative
"['soenya', 'enak']",Positive
"['maaf', 'bumbunya', 'mhn', 'dibenahi', 'ya', 'jualannya', 'sukses', 'aamiin']",Negative
"['perdana', 'kesini', 'jam', 'sarapan', 'antri', 'enak', 'menu', 'makanan', 'minumannya', 'byk', 'pilihan', 'suasananya', 'jadul', 'rekomen', 'kopi', 'susu', 'roti', 'srikaya']",Positive
"['ikan', 'goreng', 'ditorch', 'bakar', 'wkwkwk']",Neutral
['oven'],Neutral
"['cocok', 'santai', 'menikmati', 'kopi', 'khas', 'ngopdul']",Positive
"['salah', 'legend', 'bandung', 'tepatnya', 'jl', 'alkateri', 'ciri', 'khas', 'kopi', 'roti', 'selai', 'sarikaya', 'menunya', 'beragam', 'cocok', 'wiskul', 'jadul']",Neutral
"['kali', 'buka', 'puasa', 'pelayannya', 'jutek', 'bgtmasih', 'jam', 'jam', 'malam', 'aja', 'sesi', 'poto', 'team', 'makanan', 'abis', 'diangkut', 'main', 'dirapihinbsemuagak', 'sopan', 'pelayannyamalam', 'gak', 'bangt', 'bukber', 'dsnaw', 'kehausan']",Neutral
"['khusus', 'pelayanan', 'kasirnya', 'tolong', 'jgn', 'bedain', 'pembeli', 'yauntuk', 'lumayan']",Positive
"['gak', 'buka', 'tutupnya', '_']",Negative
"['mantab', 'menu', 'harganya', 'berbanding', 'porsi']",Neutral
"['salah', 'wisata', 'recomended', 'liburan', 'keluarga', 'dipintu', 'masuk', 'wellcome', 'drink', 'menukar', 'tiket', 'transaksi', 'disana', 'coin', 'ditempat', 'penukaran', 'coin', 'ditambah', 'pajak']",Positive
"['bintang', 'harga', 'kaki']",Neutral
"['makan', 'bakso', 'b', 'pilihan', 'keluarga', 'lokasi', 'jalan', 'pasar', 'minggu', 'sisi', 'arah', 'depok']",Neutral
"['menu', 'disajikan', 'bikin', 'ngilerr', 'enaakkkk']",Negative
"['pilihan', 'menu']",Neutral
"['floating', 'market', 'lembang', 'spot', 'floating', 'market', 'ditemui', 'spot', 'foto', 'menarik', 'salah', 'satunya', 'spot', 'foto', 'ala', 'jejepangan', 'foto', 'booth', 'sediakan', 'membayar', 'harga', 'ribu']",Positive
"['not', 'good', 'now']",Negative
"['menu', 'ga', 'fokus', 'nanggung']",Negative
"['kue', 'sus', 'kotak', 'rb', 'kota', 'rb']",Neutral
"['legendary', 'warung', 'kopi', 'in', 'bandung', 'vibe', 'kaya', 'old', 'town', 'china', 'gitu', 'lokasinya', 'daerah', 'pecinan', 'pasar']",Positive
"['harga', 'kantong', 'pelajar', 'kadang', 'makanan', 'fresh']",Neutral
"['mati', 'gara', 'gara', 'jatuh', 'jurang']",Negative
"['ribet', 'antri', 'emosi', 'jiwa', 'gak', 'beli', 'mending', 'beli', 'resellernya', 'mahkota', 'balok', 'oleh', 'namanya', 'ojolali', 'daerah', 'cihampelas', 'disitu', 'jual', 'kue', 'balok', 'mahkota', 'karna', 'resellernyabebas', 'beli']",Negative
"['bukanya', 'seharian', 'semalaman', 'smoking', 'areanya', 'area', 'non', 'smoking', 'enak', 'begadang', 'nugas']",Neutral
"['makanan', 'enakharganya', 'mahaltoiletnya', 'bersihtolong', 'tingkatkan']",Negative
"['tempatnya', 'bagus', 'menunya', 'koplit']",Negative
"['kuah', 'tumpah']",Negative
"['kali', 'kesana', 'beli', 'box']",Neutral
"['susunan', 'gelas', 'kotor', 'berjejer', 'bar', 'ngantri', 'cuci', 'jorok', 'sayaang', 'maakanan', 'standard', 'harga', 'mahal']",Negative
"['cocok', 'sarapan', 'sembari', 'menikmati', 'kopi', 'luas', 'nyaman', 'makan', 'minum', 'pelayanan', 'cepat', 'ramah', 'harga', 'standar', 'lumayan', 'parkir', 'susah', 'mobil']",Positive
"['unik', 'rumah', 'jaman', 'penuh', 'kehangatan', 'saran', 'pecinta', 'kopi', 'pesannya', 'pisah', 'gula', 'racikan', 'asli', 'manis', 'ga', 'pecinta', 'kopi', 'manis', 'pisang', 'aroma', 'keju', 'enak', 'well', 'recommended', 'mengobrol', 'santai', 'sembari', 'menikmati', 'kopi']",Positive
"['pesanan', 'datangnya', 'n', 'nunggu', 'jm', 'dksh', 'menu', 'dingin', 'sm', 'nasiny', 'dingin']",Neutral
"['kerupuk', 'ga', 'kuah', 'kering', 'mie', 'doang', 'sajian', 'inikapok']",Negative
"['etis', 'penjualnya', 'sombong', 'memandang', 'rendah', 'pembeli', 'harga', 'nilai', 'kuotie', 'rb', 'pc', 'nasi', 'putih', 'mangkok', 'merah', 'rb', 'aqua', 'botol', 'ml', 'dingin', 'rb']",Negative
"['legendtp', 'harga', 'selangitsesuai']",Neutral
"['basonya', 'enak', 'paket', 'e', 'teh', 'rb']",Positive
"['parkiran', 'sempit', 'karyawan', 'jorok', 'iya', 'masak', 'ngerokok', 'tolong', 'perhatikan', 'higenisan', 'pesenan', 'masak']",Negative
"['kenyataan', 'sesuai', 'gambar', 'hrg', 'mahal', 'sekedar', 'potong', 'ayamdan', 'pembeli', 'membaca', 'note', 'pemesan']",Negative
"['pesen', 'isi', 'harga', 'rbtp', 'isina']",Negative
"['slow', 'respons', 'shortage', 'of', 'staff', 'not', 'all', 'the', 'menu', 'available', 'unfriendly', 'staff']",Negative
"['beli', 'habis', 'rb', 'an', 'bayar', 'pakai', 'aris', 'qrs', 'rusak', 'maaf', 'ya', 'nama', 'qrs', 'rusak', 'kena', 'qrs', 'alat', 'kaya', 'mesin', 'edc', 'barcode', 'jdi', 'rusak', 'trs', 'kasir', 'menyarankan', 'pakai', 'debit', 'kah', 'debit', 'stlh', 'kasir', 'bilg', 'rb', 'nyarankan', 'sndiri', 'pakai', 'debit', 'skrg', 'rb', 'sya', 'kebutuhan', 'krna', 'kondisi', 'cash', 'sgto', 'terkendala', 'makan', 'sni', 'bsa', 'makan', 'menolak', 'customer', 'ya', 'ucapkan', 'barcode', 'qris', 'rusak']",Negative
"['siomay', 'tepung', 'basi', 'pesanan', 'saucenya', 'dikasih']",Negative
"['dr', 'ga', 'keliatan', 'woowww', 'happening', 'pa', 'masuk', 'okeh', 'luas', 'parkiran', 'luas', 'makanan', 'minuman', 'menggigit', 'nih', 'compare', 'harga', 'emang', 'msh']",Negative
"['segi', 'lumayan', 'rekomendasikan', 'segi', 'harga', 'makan', 'pa', 'gajian']",Positive
"['legendary', 'martabak', 'in', 'bandung', 'best']",Neutral
"['tempatnya', 'lumayan', 'enak', 'nongkrong', 'minumannya', 'oke', 'ga', 'mahal', 'menunya', 'overall', 'oke']",Positive
"['langganan', 'sate', 'uenak', 'poll', 'pilih', 'sate', 'full', 'dagingnya', 'pilih', 'lemaknya']",Neutral
['mahal'],Neutral
"['rasaapa', 'lupa', 'tambahin', 'garamtawar']",Negative
"['nyaman', 'rapih', 'makanan', 'enak', 'kopinya', 'bowleh', 'mantull', 'tul']",Positive
"['menunya', 'harga', 'sesuai', 'kantong', 'pelajar']",Neutral
"['good', 'taste', 'kuahnya', 'mantap']",Positive
"['pesen', 'e', 'kelapa', 'jeruk', 'porsi', 'diterima', 'e', 'kelapa', 'dikasih', 'jeruk']",Negative
"['martabak', 'special', 'keju', 'coklatnya', 'mantul']",Positive
"['dibanding', 'pelayanan', 'berubah', 'harga', 'gak', 'murah']",Neutral
"['tempatnya', 'luas', 'area', 'bermain', 'anak', 'parkir', 'd', 'bus', 'pariwisata', 'masuk', 'oleh', 'dibawa', 'pulang', 'mushola', 'didepan']",Positive
"['buka', 'jam', 'pilihan', 'menu', 'bervariasissuai', 'untk', 'kantong', 'pelajarmahasiswa', 'luasparkir', 'luas', 'tersedia', 'live', 'music']",Neutral
"['pa', 'dateng', 'weekend', 'kalo', 'pagi', 'parkiran', 'rada', 'sepi', 'siang', 'full', 'alhamdulillah', 'parkiran', 'luas', 'sepeda', 'motor', 'tiket', 'masuk', 'rb', 'parkir', 'rb', 'tiket', 'ditukar', 'minuman', 'coklat']",Neutral
"['nasinya', 'sdh', 'dibungkus', 'daun', 'pisang']",Negative
"['enak', 'lezat', 'nikmat', 'nongkrong']",Positive
"['tahunya', 'rasanyaayamnya', 'kering']",Negative
"['ga', 'bosan', 'wajib', 'makan', 'masuk', 'bandung']",Positive
"['kali', 'nyoba', 'udah', 'jatuh', 'cinta']",Positive
"['luas', 'parkir', 'luas', 'gratis', 'makanan', 'relatif', 'murah', 'minum', 'kopi', 'rb', 'kentang', 'goreng', 'rb', 'dibandingkan', 'nongkrong', 'anak', 'muda', 'murah', 'pribadi']",Neutral
"['tempatnya', 'nyaman', 'bersih', 'rapih', 'staff', 'staff', 'ramah', 'live', 'music', 'this', 'place', 'deserve', 'a', 'star', 'rating', 'child', 'friendly', 'karna', 'merokok', 'ruangan', 'diperbolehkan']",Positive
"['kali', 'kebandung', 'diajak', 'temen', 'nongkrong', 'langsung', 'cocok', 'suasananya', 'terpenting', 'shishanya', 'kenangan', 'indah']",Positive
"['makanan', 'tahunya', 'gurih', 'lembut']",Neutral
"['canenya', 'kera', 'mie', 'kuahnya', 'lumayan']",Negative
"['hallo', 'hater', 'ma', 'bro', 'and', 'mba', 'bro', 'kue', 'balok', 'mahkota', 'tuh', 'nambah', 'produksi', 'sehari', 'tuh', 'udah', 'banget', 'trus', 'terbatas', 'ma', 'bro', 'and', 'mba', 'bro', 'produksi', 'meningkat', 'permintaan', 'jugaa', 'meningkat', 'pelayanan', 'buruk', 'coba']",Negative
"['kalo', 'nge', 'bakso', 'n', 'mie', 'ayam', 'ya']",Neutral
"['menu', 'tinggal', 'pilih', 'pelayanan', 'oke', 'kebersihan', 'oke', 'pokoan', 'puaaas', 'pol']",Negative
"['ikan', 'bakarnya', 'garing', 'banget', 'menunya', 'booking', 'menu', 'h', 'pa', 'h', 'zonk', 'kecewa', 'pelayanannya', 'lambat', 'banget']",Negative
['lezat'],Positive
"['terlintas', 'pikiran', 'mendengar', 'kat', 'bakso', 'boedjangan', 'mahal', 'sistem', 'pricing', 'restoran', 'diitung', 'item', 'dimana', 'harga', 'peritemnya', 'lumayan', 'mahal', 'salah', 'mengakalinya']",Neutral
"['sate', 'gule', 'kambing', 'maknyuss', 'langganan', 'kuliah', 'an']",Neutral
"['minuman', 'jadul', 'muahal', 'tenan']",Neutral
"['berlokasi', 'jl', 'riau', 'salah', 'jalan', 'utama', 'kota', 'bandung', 'nyaman', 'luas', 'disediakan', 'sofa', 'kursi', 'kursi', 'dinning', 'table', 'ngopi', 'teman', 'duduk']",Positive
"['pelayanan', 'buruk']",Negative
"['harga', 'menengah', 'keatas', 'work', 'it', 'minuman', 'pake', 'gelas', 'gede', 'banget']",Neutral
"['penasaran', 'ramai', 'coba', 'menu', 'ayam', 'goreng', 'sop', 'buntut', 'terang', 'kaget', 'warna', 'ayam', 'keputihan', 'mentah', 'gorengnya', 'gurih', 'minyak', 'menempel', 'bumbu', 'sop', 'buntut', 'juara', 'enak']",Negative
"['bakso', 'legend', 'smp', 'solo', 'p', 'kembang', 'enaknya']",Neutral
"['pesan', 'ketan', 'dtang', 'kue', 'bolu', 'sm', 'getuk', 'konfirmsi', 'abang', 'gojeknya', 'ambil', 'mohon', 'diperbaiki']",Negative
"['suasananya', 'kampung', 'q']",Neutral
"['makanannya', 'enak', 'dendeng', 'ayam', 'madu', 'harganya', 'realistis', 'memasak', 'sajian', 'menu', 'sehat', 'msg', 'mantap']",Positive
"['pelayanan', 'parah', 'pesen', 'kopi', 'aja', 'menit', 'meja', 'panggil', 'pelayan', 'cuek', 'pelayan', 'merespon']",Negative
"['sate', 'legend', 'daging', 'empuk', 'bumbu', 'pa', 'tempatnya', 'bersih']",Neutral
"['pa', 'beli', 'coklatenak', 'benerlumer', 'lidah']",Neutral
"['mie', 'ayam', 'kuanya', 'manis', 'teh', 'sari', 'wangi', 'ya']",Negative
"['harga', 'menu', 'sesuai', 'bayar', 'kasir']",Negative
"['beli', 'paket', 'in', 'total', 'isi', 'paket', 'kpd', 'gojekpelanggan']",Negative
"['suka', 'beli', 'roti', 'roti', 'tawar', 'selai', 'gratis']",Positive
"['kali', 'kesini', 'jakarta', 'rela', 'macetan', 'menikmati', 'suasana', 'tenang', 'sejuk', 'jd', 'destinasi', 'wisata', 'recommended']",Positive
"['makan', 'mahal', 'menunya']",Neutral
"['martabak', 'telor', 'spesial', 'daging', 'sapi', 'menu', 'favorit', 'keluarga']",Positive
"['lumayan']",Neutral
"['kopitiam', 'jadoel', 'roti', 'bakarnya', 'enak', 'telornya', 'pilih', 'matang', 'matang']",Positive
"['ajigggg', 'mahal', 'ga', 'kenyang', 'ga', 'nyaman']",Negative
"['cozy', 'meja', 'makan', 'mini', 'bar', 'seat', 'lokasi', 'menjorok', 'jd', 'mencari', 'lokasi', 'cafe', 'pelanx', 'mtr', 'lokasi', 'menu', 'komplit']",Neutral
"['beli', 'martabak', 'antri', 'bingits', 'kebayar', 'enak']",Positive
"['makanan', 'lumayan', 'wkt', 'makan', 'dibatasi', 'jam', 'dlm', 'kondisi', 'sepi', 'tamu', 'cm', 'aja', 'bikin', 'makan', 'gak', 'nafsu', 'no', 'dine', 'in', 'aja', 'drpd', 'dibatasi']",Negative
"['salah', 'martabak', 'tertua', 'bandung', 'harganya', 'cenderung', 'mahal']",Neutral
['nyaman'],Positive
"['kemasan', 'tuk', 'martabak', 'harga', 'bersahabatwa']",Neutral
"['ga', 'tau', 'dikata', 'legend', 'mna', 'b', 'aja', 'cmn', 'kerasa', 'manis', 'pedas', 'ky', 'nasikecap']",Negative
"['mantap']",Positive
"['suwiran', 'ayamnya', 'alus', 'banget', 'sampe', 'ga', 'keliatan', 'kuahnya', 'kebanyakan', 'asin']",Negative
"['gule', 'kambing', 'bau', 'banget']",Neutral
"['definitely', 'overpriced', 'and', 'overrated', 'came', 'here', 'over', 'pm', 'and', 'they', 'already', 'run', 'out', 'of', 'mineral', 'water', 'teh', 'botol', 'emplek', 'we', 'only', 'got', 'piece', 'each', 'portion', 'acar', 'lobak', 'pickled', 'raddish', 'the', 'tofu', 'wa', 'a', 'bit', 'sour', 'for', 'our', 'taste']",Negative
"['banana', 'crispy', 'kembang', 'enaaaaaakkkk']",Neutral
"['tempatnya', 'nyaman', 'bersih', 'makannya', 'enak', 'nunggu', 'pesenan', 'makananya']",Positive
"['suasana', 'lumayan', 'enakmakanan', 'minuman', 'mirip', 'ngopi', 'sejenis']",Positive
"['very', 'delicious', 'for', 'local', 'food', 'including', 'fish', 'menu']",Negative
"['jenis', 'olahan', 'parkiran', 'mobil', 'luas']",Neutral
"['pelayanannya', 'buruk', 'ngga', 'direpeat', 'order', 'selesai', 'taking', 'order', 'alhasil', 'pesanan', 'trakir', 'kesana', 'waiternya', 'numpahin', 'makanan', 'dimeja', 'trus', 'nahan']",Negative
"['tempatnya', 'luas', 'temanya', 'sesuai', 'namanya', 'tempo']",Positive
"['pelayanan', 'kapok']",Negative
"['martabak', 'oke', 'lahan', 'parkiran', 'luas']",Neutral
"['asli', 'nemu', 'happy', 'banget', 'antri', 'makanannya', 'nagih', 'banget', 'roti', 'selai', 'srikaya', 'juara']",Positive
['enak'],Negative
"['makanan', 'minumannya', 'ga', 'worth', 'it', 'harga', 'lumayan', 'cenderung', 'jd', 'sayang', 'duit', 'kalo', 'nongkrong', 'ok', 'tempatnya', 'nyaman', 'luas']",Positive
"['sate', 'kambingnya', 'lembut', 'empuk', 'besar', 'gulai', 'mantabb']",Neutral
"['pelayanan', 'terburuk', 'order', 'via', 'gofood', 'pesanan', 'lengkap', 'minuman', 'tumpah', 'ditelpon', 'sibuk', 'kali', 'telpon', 'orderan', 'memakan', 'jam', 'prose', 'tergolong', 'diprotes', 'isinya', 'membela', 'ramai', 'normal', 'lengkap', 'tumpah', 'restoran', 'buruk', 'warung', 'pinggir', 'jalan']",Negative
"['orang', 'db', 'nawarin', 'maksa', 'ditolak', 'udah', 'an']",Negative
"['martabak', 'mie', 'sei', 'n', 'cb', 'menakjubkan', 'halal', 'krn', 'bahannya', 'dr', 'daging', 'sapitq']",Positive
"['lumayan', 'cumen', 'sambel', 'segar']",Negative
"['pelayanannya', 'makan', 'kotor', 'pelanggan', 'komplain', 'alat', 'makan', 'gelas', 'piring', 'kotor']",Negative
"['pesan', 'pedasnya', 'pedas', 'kuat', 'asinnya', 'bumbunya']",Negative
"['telor', 'pindangnya', 'asem', 'bau']",Negative
"['martabak', 'manis', 'favorit', 'dr', 'bujangan', 'jl', 'karapitan', 'cucu', 'cucu', 'menyukai', 'enak', 'lembut']",Positive
"['jaringan', 'jelek']",Negative
['mahal'],Negative
"['murah', 'cocok', 'lidah', 'lauk', 'beragam']",Neutral
"['pencari', 'suffer', 'makan', 'malam', 'membantu', 'lokasi', 'oke', 'merakyat', 'exclusiv', 'c', 'so', 'far', 'makanan', 'nasi', 'kalong', 'enak']",Positive
"['pesen', 'lumpia', 'frozen', 'dikasih', 'goreng', 'smuatau', 'gitu', 'pesen', 'goreng', 'ga', 'pesenmaksudnya', 'beli', 'frozen', 'b', 'dimakan', 'tar', 'tar', 'hmmm']",Negative
"['tahunya', 'udah', 'dingin', 'alot', 'tulis', 'note', 'panas', 'digoreng', 'kecewa']",Negative
"['enak', 'sayang', 'dimsumnya', 'anget', 'jd', 'pol']",Negative
"['harga', 'mahal', 'nyaman', 'enak']",Positive
"['sepimenu', 'ditawarkan', 'list', 'kosongrasanya', 'biasa']",Negative
"['mantapppp', 'tempatnya', 'kalo', 'makanan', 'b', 'ya']",Positive
"['baso', 'keju', 'baso', 'pedesna', 'mantap', 'jiwa']",Positive
"['masakan', 'tersajinya']",Neutral
"['asikkk', 'makanan']",Negative
"['menikmati', 'sate', 'gule', 'hadori', 'berdiri', 'sekeluarga', 'an', 'makan', 'harga', 'mahal', 'satenya', 'lembut', 'mengajak', 'anak', 'menikmati', 'hidangan', 'dimakan', 'balita']",Positive
"['rumah', 'makanannya', 'renovasi', 'variasi', 'makan', 'an', 'tasted', 'food', 'servise', 'tingkatkan', 'parkir', 'terbatas', 'harga', 'makan', 'an', 'mahal']",Neutral
"['cream', 'puff', 'wz', 'rum', 'terkenal', 'bandung']",Neutral
"['namanya', 'bakso', 'titoti', 'juara', 'baksonya', 'eh', 'salah', 'menu', 'ga', 'kalah', 'enak', 'bakmi', 'ayam', 'somay', 'yummy', 'trus', 'pilihan', 'minuman', 'anek', 'jusjusan', 'soft', 'drink', 'jeruk', 'peres', 'lainlain']",Negative
"['mantap', 'jiwa', 'nongkrong', 'makan', 'ngobrol', 'trkadang', 'live', 'music', 'nyaa', 'mntap', 'jiwa', 'guy']",Positive
"['selera', 'ya', 'keluarga', 'ayamnya', 'bumbu', 'kari', 'cocok', 'harga', 'standard', 'standard']",Negative
"['makannya', 'nyaman', 'antri', 'makan', 'weekend', 'padat', 'menu', 'makanannya', 'rate', 'sd', 'dilidah', 'standar', 'istimewah', 'menu', 'makannya', 'varian', 'temukan', 'paa', 'kota']",Positive
